Flow ID,Flow Name,Flow Parameters,Flow Associated Tasks
18050,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.cluster._agglomerative.FeatureAgglomeration,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18058,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.Binarizer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18060,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.QuantileTransformer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18077,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=automl.components.data_preprocessing.imputation.ImputationComponent,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18078,"sklearn.pipeline.Pipeline(step_0=automl.components.data_preprocessing.imputation.ImputationComponent,step_1=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18079,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.impute._knn.KNNImputer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18080,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18081,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18082,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.StandardScaler,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18098,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.Normalizer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18118,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.Binarizer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18121,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.SelectPercentile,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18122,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.GenericUnivariateSelect,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18126,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._discretization.KBinsDiscretizer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18131,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18133,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18138,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.MinMaxScaler,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18153,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=automl.components.data_preprocessing.imputation.ImputationComponent,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18156,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18157,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18158,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.impute._knn.KNNImputer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18159,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.RobustScaler,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18164,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18188,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18196,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.MaxAbsScaler,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18213,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18236,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.Normalizer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18244,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.QuantileTransformer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18252,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._discretization.KBinsDiscretizer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18281,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.feature_selection._univariate_selection.GenericUnivariateSelect,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18298,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
18305,"sklearn.pipeline.Pipeline(step_0=sklearn.preprocessing._data.Binarizer,step_1=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18374,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18388,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
18434,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.RobustScaler,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18444,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18447,"sklearn.pipeline.Pipeline(step_0=sklearn.feature_selection._univariate_selection.SelectKBest,step_1=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18451,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18456,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18457,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18459,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18465,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._discretization.KBinsDiscretizer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18471,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.Normalizer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18490,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18495,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18496,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18521,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18529,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.StandardScaler,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18532,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.impute._knn.KNNImputer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18533,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.RobustScaler,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18534,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.QuantileTransformer,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18535,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.MaxAbsScaler,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18536,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.MinMaxScaler,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18550,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18552,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18568,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.impute._base.MissingIndicator,step_2=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18709,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18715,sklearn.svm._classes.SVC,No parameters available,No tasks available
18716,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18720,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.preprocessing._data.StandardScaler,cat=sklearn.preprocessing._encoders.OneHotEncoder),svc=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18724,sklearn.svm._classes.SVC,No parameters available,No tasks available
18730,sklearn.svm._classes.SVC,No parameters available,No tasks available
18735,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
18737,sklearn.svm.classes.SVC,No parameters available,No tasks available
18738,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
18740,sklearn.svm.classes.SVC,No parameters available,No tasks available
18791,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.compose._column_transformer.ColumnTransformer(enc=sklearn.preprocessing._encoders.OneHotEncoder),scaling=sklearn.preprocessing._data.StandardScaler,variencethreshold=sklearn.feature_selection._variance_threshold.VarianceThreshold,classifier=sklearn.svm._classes.SVC)",No parameters available,No tasks available
18797,sklearn.svm._classes.SVC,No parameters available,No tasks available
18804,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)",No parameters available,No tasks available
18809,sklearn.svm.classes.SVC,No parameters available,No tasks available
18862,sklearn.svm.classes.SVC,No parameters available,No tasks available
18899,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
18900,sklearn.svm.classes.SVC,No parameters available,No tasks available
18968,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
18969,sklearn.svm.classes.SVC,No parameters available,No tasks available
18984,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.svm.classes.SVC)",No parameters available,No tasks available
18986,sklearn.svm.classes.SVC,No parameters available,No tasks available
19000,sklearn.svm._classes.SVC,No parameters available,No tasks available
19007,"sklearn.pipeline.Pipeline(StandardScaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC)",No parameters available,No tasks available
19008,"sklearn.pipeline.Pipeline(MinMaxScaler=sklearn.preprocessing._data.MinMaxScaler,svc=sklearn.svm._classes.SVC)",No parameters available,No tasks available
19015,"sklearn.pipeline.Pipeline(ColumnTansformer=sklearn.compose._column_transformer.ColumnTransformer(OneHotEncoder=sklearn.preprocessing._encoders.OneHotEncoder),MaxAbsScaler=sklearn.preprocessing._data.MaxAbsScaler,svc=sklearn.svm._classes.SVC)",No parameters available,No tasks available
19047,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC)",No parameters available,No tasks available
19049,sklearn.svm._classes.SVC,No parameters available,No tasks available
19165,"sklearn.pipeline.Pipeline(numerical=sklearn.pipeline.Pipeline(Imputer=sklearn.impute._base.SimpleImputer,scaler=sklearn.preprocessing._data.StandardScaler),model=sklearn.svm._classes.SVC)",No parameters available,No tasks available
19166,sklearn.svm._classes.SVC,No parameters available,No tasks available
19197,sklearn.svm._classes.SVC,No parameters available,No tasks available
19321,"sklearn.pipeline.Pipeline(Preprocessing=sklearn.compose._column_transformer.ColumnTransformer(categorical=sklearn.preprocessing._encoders.OneHotEncoder,continuous=sklearn.impute._base.SimpleImputer),reduce_dim=sklearn.feature_selection._from_model.SelectFromModel(estimator=sklearn.ensemble._forest.RandomForestClassifier),clf=sklearn.svm._classes.SVC)",No parameters available,No tasks available
19322,sklearn.svm._classes.SVC,No parameters available,No tasks available
19364,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.svm._classes.SVC)",No parameters available,No tasks available
19365,sklearn.svm._classes.SVC,No parameters available,No tasks available
19430,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.svm._classes.SVC)",No parameters available,No tasks available
19431,sklearn.svm._classes.SVC,No parameters available,No tasks available
19470,"sklearn.pipeline.Pipeline(Preprocessing=sklearn.compose._column_transformer.ColumnTransformer(categorical=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,simpleimputer=sklearn.impute._base.SimpleImputer),numeric=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler,knnimputer=sklearn.impute._knn.KNNImputer)),Classifier=sklearn.svm._classes.SVC)",No parameters available,No tasks available
19492,"sklearn.pipeline.Pipeline(Preprocessing=sklearn.compose._column_transformer.ColumnTransformer(categorical=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,simpleimputer=sklearn.impute._base.SimpleImputer),numeric=sklearn.pipeline.Pipeline(variancethreshold=sklearn.feature_selection._variance_threshold.VarianceThreshold,standardscaler=sklearn.preprocessing._data.StandardScaler,knnimputer=sklearn.impute._knn.KNNImputer)),BayesinClassifier=sklearn.svm._classes.SVC)",No parameters available,No tasks available
19493,sklearn.svm._classes.SVC,No parameters available,No tasks available
25111,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing._data.StandardScaler,classifier=sklearn.svm._classes.SVC)",No parameters available,No tasks available
25112,sklearn.svm._classes.SVC,No parameters available,No tasks available
25116,"sklearn.pipeline.Pipeline(preprocessing=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.preprocessing._data.StandardScaler),classifier=sklearn.svm._classes.SVC)",No parameters available,No tasks available
25118,sklearn.pipeline.Pipeline(classifier=sklearn.svm._classes.SVC),No parameters available,No tasks available
