,Flow Name
1234,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.neighbors.classification.KNeighborsClassifier)"
1235,"sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier,svc=sklearn.pipeline.Pipeline(preprocessing=sklearn.preprocessing.data.RobustScaler,dimension_reduction=sklearn.decomposition.pca.PCA,classifier=sklearn.svm.classes.SVC))"
1236,"sklearn.pipeline.Pipeline(preprocessing=sklearn.preprocessing.data.RobustScaler,dimension_reduction=sklearn.decomposition.pca.PCA,classifier=sklearn.svm.classes.SVC)"
1237,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.neighbors.classification.KNeighborsClassifier)"
1238,"sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier,svc=sklearn.pipeline.Pipeline(preprocessing=sklearn.preprocessing.data.RobustScaler,dimension_reduction=sklearn.decomposition.pca.PCA,classifier=sklearn.svm.classes.SVC),rf=sklearn.ensemble.forest.RandomForestClassifier)"
1239,"sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier,svc=sklearn.pipeline.Pipeline(preprocessing=sklearn.preprocessing.data.RobustScaler,dimension_reduction=sklearn.decomposition.pca.PCA,classifier=sklearn.svm.classes.SVC),lr=sklearn.linear_model.logistic.LogisticRegression)"
1240,"sklearn.pipeline.Pipeline(pca=sklearn.decomposition.pca.PCA,Classifier=sklearn.naive_bayes.BernoulliNB)"
1242,"sklearn.pipeline.Pipeline(decomposition=sklearn.decomposition.pca.PCA,Classifier=sklearn.neighbors.classification.KNeighborsClassifier)"
1243,"sklearn.ensemble.voting_classifier.VotingClassifier(lr=sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,reg=sklearn.linear_model.logistic.LogisticRegression))"
1244,"sklearn.pipeline.Pipeline(StandardScaler=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,LogisticRegression=sklearn.linear_model.logistic.LogisticRegression)"
1245,"sklearn.pipeline.Pipeline(StandardScaler=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,LogisticRegression=sklearn.linear_model.logistic.LogisticRegression)"
1250,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler,decomposition=sklearn.decomposition.pca.PCA,classifier=sklearn.linear_model.stochastic_gradient.SGDClassifier)"
1252,"sklearn.pipeline.Pipeline(StandardScaler=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,knn=sklearn.neighbors.classification.KNeighborsClassifier)"
1253,"sklearn.pipeline.Pipeline(MinMaxScaler=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,knn=sklearn.neighbors.classification.KNeighborsClassifier)"
1254,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,svm=sklearn.svm.classes.SVC)"
1257,"sklearn.pipeline.Pipeline(StandardScaler=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,svm=sklearn.svm.classes.SVC)"
1258,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.linear_model.logistic.LogisticRegression)"
1259,"sklearn.ensemble.voting_classifier.VotingClassifier(rf=sklearn.ensemble.forest.RandomForestClassifier,knn=sklearn.neighbors.classification.KNeighborsClassifier,svc=sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,svm=sklearn.svm.classes.SVC))"
1260,"sklearn.ensemble.voting_classifier.VotingClassifier(xgb=xgboost.sklearn.XGBClassifier,svc=sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,svm=sklearn.svm.classes.SVC))"
1261,"sklearn.ensemble.voting_classifier.VotingClassifier(gb=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier,svc=sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,svm=sklearn.svm.classes.SVC))"
1262,"sklearn.pipeline.Pipeline(pca=sklearn.decomposition.pca.PCA,Classifier=sklearn.linear_model.logistic.LogisticRegression)"
1265,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,Scaler=sklearn.preprocessing.data.MinMaxScaler,Classifier=sklearn.ensemble.forest.RandomForestClassifier)"
1266,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.ensemble.forest.RandomForestClassifier)"
1267,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler,feat=sklearn.feature_selection.univariate_selection.SelectKBest,clf=sklearn.neighbors.classification.KNeighborsClassifier)"
1268,sklearn.feature_selection.univariate_selection.SelectKBest
1270,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler,feat=sklearn.feature_selection.univariate_selection.SelectKBest,clf=sklearn.linear_model.logistic.LogisticRegression)"
1271,"sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,scaler=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,estimator=sklearn.neighbors.classification.KNeighborsClassifier)"
1274,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,estimator=sklearn.neighbors.classification.KNeighborsClassifier)"
1275,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.Binarizer,PCA=sklearn.decomposition.pca.PCA,estimator=sklearn.neighbors.classification.KNeighborsClassifier)"
1278,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.PolynomialFeatures,PCA=sklearn.decomposition.pca.PCA,estimator=sklearn.neighbors.classification.KNeighborsClassifier)"
1279,"sklearn.pipeline.Pipeline(pca=sklearn.decomposition.pca.PCA,bnb=sklearn.naive_bayes.BernoulliNB)"
1280,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.PolynomialFeatures,scaler2=sklearn.preprocessing.data.MinMaxScaler,estimator=sklearn.neighbors.classification.KNeighborsClassifier)"
1284,"sklearn.ensemble.voting_classifier.VotingClassifier(bnb=sklearn.pipeline.Pipeline(bnb=sklearn.naive_bayes.BernoulliNB),gb=sklearn.pipeline.Pipeline(pca=sklearn.decomposition.pca.PCA,estimator=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier),rf=sklearn.pipeline.Pipeline(rf=sklearn.ensemble.forest.RandomForestClassifier))"
1285,"sklearn.pipeline.Pipeline(pca=sklearn.decomposition.pca.PCA,estimator=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)"
1286,"sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier,svc=sklearn.pipeline.Pipeline(transformer=sklearn.preprocessing.data.StandardScaler,reduction=sklearn.decomposition.pca.PCA,estimator=sklearn.svm.classes.SVC),bnb=sklearn.naive_bayes.BernoulliNB)"
1287,"sklearn.pipeline.Pipeline(transformer=sklearn.preprocessing.data.StandardScaler,reduction=sklearn.decomposition.pca.PCA,estimator=sklearn.svm.classes.SVC)"
1289,"sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier,svc=sklearn.pipeline.Pipeline(transformer=sklearn.preprocessing.data.StandardScaler,reduction=sklearn.decomposition.pca.PCA,estimator=sklearn.svm.classes.SVC))"
1290,"sklearn.pipeline.Pipeline(scaler2=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,estimator=sklearn.ensemble.forest.RandomForestClassifier)"
1292,"sklearn.pipeline.Pipeline(feature_selection=sklearn.feature_selection.univariate_selection.SelectKBest,random_forest=sklearn.ensemble.forest.RandomForestClassifier)"
1293,"sklearn.pipeline.Pipeline(pca=sklearn.decomposition.pca.PCA,rm=sklearn.ensemble.forest.RandomForestClassifier)"
1297,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.neural_network.multilayer_perceptron.MLPClassifier)"
1302,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,svm=sklearn.ensemble.forest.RandomForestClassifier)"
1303,"sklearn.pipeline.Pipeline(preprocessing=sklearn.decomposition.pca.PCA,classifier=sklearn.ensemble.forest.RandomForestClassifier)"
1304,"sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,scaler=sklearn.preprocessing.data.StandardScaler,dimension_reduction=sklearn.decomposition.pca.PCA,Classifier=sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier,rf=sklearn.ensemble.forest.RandomForestClassifier))"
1306,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing.data.StandardScaler,dimreduct=sklearn.decomposition.pca.PCA,knn=sklearn.neighbors.classification.KNeighborsClassifier)"
1316,"sklearn.pipeline.Pipeline(Scale=sklearn.preprocessing.data.Normalizer,pca=sklearn.decomposition.pca.PCA,Classifier=sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier))"
1317,"sklearn.pipeline.Pipeline(Scale=sklearn.preprocessing.data.Normalizer,pca=sklearn.decomposition.pca.PCA,Classifier=sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier,svc=sklearn.svm.classes.SVC))"
1318,"sklearn.pipeline.Pipeline(Scale=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,Classifier=sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier,svc=sklearn.svm.classes.SVC))"
1319,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.ensemble.forest.RandomForestClassifier)"
1320,"sklearn.pipeline.Pipeline(feature_select=sklearn.feature_selection.from_model.SelectFromModel(estimator=sklearn.ensemble.forest.RandomForestClassifier),classifier=sklearn.svm.classes.SVC)"
1321,sklearn.feature_selection.from_model.SelectFromModel(estimator=sklearn.ensemble.forest.RandomForestClassifier)
1323,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.neighbors.classification.KNeighborsClassifier)"
1327,"sklearn.pipeline.Pipeline(sclaer=sklearn.preprocessing.data.StandardScaler,feature_select=sklearn.feature_selection.from_model.SelectFromModel(estimator=sklearn.ensemble.forest.RandomForestClassifier),classifier=sklearn.svm.classes.SVC)"
1329,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.tree.tree.DecisionTreeClassifier)"
1330,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.linear_model.logistic.LogisticRegression)"
1331,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.Binarizer,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.neighbors.classification.KNeighborsClassifier)"
1332,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.Binarizer,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.linear_model.logistic.LogisticRegression)"
1338,"sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,dimension_reduction=sklearn.decomposition.pca.PCA,scaler=sklearn.preprocessing.data.StandardScaler,Classifier=sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier,rf=sklearn.ensemble.forest.RandomForestClassifier))"
1339,"sklearn.ensemble.voting_classifier.VotingClassifier(svc=sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.svm.classes.SVC),kn=sklearn.neighbors.classification.KNeighborsClassifier,gnb=sklearn.naive_bayes.GaussianNB,logreg=sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.RobustScaler,Classifier=sklearn.linear_model.logistic.LogisticRegression))"
1340,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.svm.classes.SVC)"
1341,"sklearn.ensemble.voting_classifier.VotingClassifier(svc=sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.svm.classes.SVC),kn=sklearn.neighbors.classification.KNeighborsClassifier,gnb=sklearn.naive_bayes.GaussianNB,logreg=sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.Normalizer,Classifier=sklearn.linear_model.logistic.LogisticRegression))"
1346,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.ensemble.forest.RandomForestClassifier)"
1348,"sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.ensemble.forest.RandomForestClassifier)"
1349,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.svm.classes.SVC)"
1350,"sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.svm.classes.SVC)"
1351,"sklearn.ensemble.voting_classifier.VotingClassifier(svc=sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.svm.classes.SVC),kn=sklearn.neighbors.classification.KNeighborsClassifier,gnb=sklearn.naive_bayes.GaussianNB,logreg=sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.Normalizer,Classifier=sklearn.linear_model.logistic.LogisticRegression),xgb=xgboost.sklearn.XGBClassifier)"
1353,"sklearn.pipeline.Pipeline(RP=sklearn.random_projection.GaussianRandomProjection,Classifier=sklearn.naive_bayes.GaussianNB)"
1354,sklearn.random_projection.GaussianRandomProjection
1356,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,Scaler=sklearn.preprocessing.data.StandardScaler,Voting=sklearn.ensemble.voting_classifier.VotingClassifier(knn=sklearn.neighbors.classification.KNeighborsClassifier,LR=sklearn.linear_model.logistic.LogisticRegression,rfc=sklearn.ensemble.forest.RandomForestClassifier,gnb=sklearn.naive_bayes.GaussianNB))"
1357,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,Scaler=sklearn.preprocessing.data.StandardScaler,clf=sklearn.neighbors.classification.KNeighborsClassifier)"
1358,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,Scaler=sklearn.preprocessing.data.StandardScaler,clf=sklearn.linear_model.logistic.LogisticRegression)"
1359,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,Scaler=sklearn.preprocessing.data.StandardScaler,clf=sklearn.ensemble.forest.RandomForestClassifier)"
1360,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,Scaler=sklearn.preprocessing.data.StandardScaler,clf=sklearn.naive_bayes.GaussianNB)"
1361,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,Scaler=sklearn.preprocessing.data.StandardScaler,Classifier=sklearn.neighbors.classification.KNeighborsClassifier)"
1362,"sklearn.ensemble.voting_classifier.VotingClassifier(lr=sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.linear_model.logistic.LogisticRegression),knn=sklearn.neighbors.classification.KNeighborsClassifier)"
1363,"sklearn.ensemble.voting_classifier.VotingClassifier(lr=sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.StandardScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.linear_model.logistic.LogisticRegression),knn=sklearn.neighbors.classification.KNeighborsClassifier)"
1364,"sklearn.ensemble.voting_classifier.VotingClassifier(lr=sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,Classifier=sklearn.linear_model.logistic.LogisticRegression),knn=sklearn.neighbors.classification.KNeighborsClassifier)"
1366,"sklearn.pipeline.Pipeline(MinMaxScaler=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,LogisticRegression=sklearn.linear_model.logistic.LogisticRegression)"
1367,"sklearn.ensemble.voting_classifier.VotingClassifier(lr=sklearn.pipeline.Pipeline(Classifier2=sklearn.linear_model.logistic.LogisticRegression),knn=sklearn.pipeline.Pipeline(Scaler1=sklearn.preprocessing.data.Normalizer,PCA1=sklearn.decomposition.pca.PCA,Classifier1=sklearn.neighbors.classification.KNeighborsClassifier))"
1368,"sklearn.pipeline.Pipeline(Scaler1=sklearn.preprocessing.data.Normalizer,PCA1=sklearn.decomposition.pca.PCA,Classifier1=sklearn.neighbors.classification.KNeighborsClassifier)"
1369,"sklearn.pipeline.Pipeline(Scaler=sklearn.preprocessing.data.StandardScaler,Decomposition=sklearn.decomposition.pca.PCA,Classifier=sklearn.svm.classes.SVC)"
