,Flow Name
2002,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2003,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,LSV=sklearn.svm.classes.LinearSVC)"
2004,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2005,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SCL=sklearn.preprocessing.data.RobustScaler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2010,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2011,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2012,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2013,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,BIN=sklearn.preprocessing.data.Binarizer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2014,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),NOR=sklearn.preprocessing.data.Normalizer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2015,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2016,"sklearn.pipeline.Pipeline(MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2017,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2019,"sklearn.pipeline.Pipeline(MAS=sklearn.preprocessing.data.MaxAbsScaler,FIC=sklearn.decomposition.fastica_.FastICA,GNB=sklearn.naive_bayes.GaussianNB)"
2020,"sklearn.pipeline.Pipeline(MAS=sklearn.preprocessing.data.MaxAbsScaler,FIC=sklearn.decomposition.fastica_.FastICA,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2021,"sklearn.pipeline.Pipeline(MAS=sklearn.preprocessing.data.MaxAbsScaler,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2022,"sklearn.pipeline.Pipeline(MMS=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2023,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2024,"sklearn.pipeline.Pipeline(SCL=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2025,"sklearn.pipeline.Pipeline(SCL=sklearn.preprocessing.data.RobustScaler,FIC=sklearn.decomposition.fastica_.FastICA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2026,"sklearn.pipeline.Pipeline(MMS=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,LSV=sklearn.svm.classes.LinearSVC)"
2027,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,PCA=sklearn.decomposition.pca.PCA,LSV=sklearn.svm.classes.LinearSVC)"
2028,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,PCA=sklearn.decomposition.pca.PCA,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2029,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,BIN=sklearn.preprocessing.data.Binarizer,PCA=sklearn.decomposition.pca.PCA,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2031,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2032,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,RBF=sklearn.kernel_approximation.RBFSampler,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2033,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2034,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,NYS=sklearn.kernel_approximation.Nystroem,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2035,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2036,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,NYS=sklearn.kernel_approximation.Nystroem,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2039,"sklearn.pipeline.Pipeline(FIC=sklearn.decomposition.fastica_.FastICA,GNB=sklearn.naive_bayes.GaussianNB)"
2041,"sklearn.pipeline.Pipeline(RBS=sklearn.preprocessing.data.RobustScaler,FIC=sklearn.decomposition.fastica_.FastICA,GNB=sklearn.naive_bayes.GaussianNB)"
2042,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PCA=sklearn.decomposition.pca.PCA,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2043,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PCA=sklearn.decomposition.pca.PCA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2044,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FIC=sklearn.decomposition.fastica_.FastICA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2046,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2053,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2054,"sklearn.pipeline.Pipeline(FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2055,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2056,"sklearn.pipeline.Pipeline(FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2057,"sklearn.pipeline.Pipeline(MMS=sklearn.preprocessing.data.MinMaxScaler,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2058,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2059,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,NOR=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2060,"sklearn.pipeline.Pipeline(NOR=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2062,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,FIC=sklearn.decomposition.fastica_.FastICA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2068,"sklearn.pipeline.Pipeline(SCL=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2069,"sklearn.pipeline.Pipeline(RBS=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2071,"sklearn.pipeline.Pipeline(SCL=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2072,"sklearn.pipeline.Pipeline(RBS=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2074,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
2075,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FIC=sklearn.decomposition.fastica_.FastICA,LSV=sklearn.svm.classes.LinearSVC)"
2076,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2077,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,GNB=sklearn.naive_bayes.GaussianNB)"
2079,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RBS=sklearn.preprocessing.data.RobustScaler,FIC=sklearn.decomposition.fastica_.FastICA,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2086,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2087,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2090,"sklearn.pipeline.Pipeline(SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2091,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SCL=sklearn.preprocessing.data.RobustScaler,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2092,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RBS=sklearn.preprocessing.data.RobustScaler,FIC=sklearn.decomposition.fastica_.FastICA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2093,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2094,"sklearn.pipeline.Pipeline(RBS=sklearn.preprocessing.data.RobustScaler,FIC=sklearn.decomposition.fastica_.FastICA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2095,"sklearn.pipeline.Pipeline(PCA=sklearn.decomposition.pca.PCA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2096,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FIC=sklearn.decomposition.fastica_.FastICA,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2100,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
2101,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2102,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SCL=sklearn.preprocessing.data.StandardScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
2103,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,LSV=sklearn.svm.classes.LinearSVC)"
2104,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2105,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SCL=sklearn.preprocessing.data.StandardScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
2106,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,GNB=sklearn.naive_bayes.GaussianNB)"
2107,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,LSV=sklearn.svm.classes.LinearSVC)"
2108,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SCL=sklearn.preprocessing.data.StandardScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2109,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
2110,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SCL=sklearn.preprocessing.data.StandardScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2111,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,RBS=sklearn.preprocessing.data.RobustScaler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2112,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2113,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2114,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SCL=sklearn.preprocessing.data.StandardScaler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2115,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,RBS=sklearn.preprocessing.data.RobustScaler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2116,"sklearn.pipeline.Pipeline(NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2117,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2118,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2119,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2120,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2121,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2122,"sklearn.pipeline.Pipeline(NOR=sklearn.preprocessing.data.Normalizer,PCA=sklearn.decomposition.pca.PCA,NYS=sklearn.kernel_approximation.Nystroem,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2128,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2129,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2130,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2131,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,NOR=sklearn.preprocessing.data.Normalizer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2132,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2133,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SCL=sklearn.preprocessing.data.StandardScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2134,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2135,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SCL=sklearn.preprocessing.data.StandardScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2136,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2137,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,MAS=sklearn.preprocessing.data.MaxAbsScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2138,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2139,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2140,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2141,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2142,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2143,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2144,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2145,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2146,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2147,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MAS=sklearn.preprocessing.data.MaxAbsScaler,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2148,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2149,"sklearn.pipeline.Pipeline(PLY=sklearn.preprocessing.data.PolynomialFeatures,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,LSV=sklearn.svm.classes.LinearSVC)"
2150,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
2151,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SCL=sklearn.preprocessing.data.StandardScaler,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2152,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2153,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MMS=sklearn.preprocessing.data.MinMaxScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,GNB=sklearn.naive_bayes.GaussianNB)"
2154,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,RBS=sklearn.preprocessing.data.RobustScaler,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
